query,similar,response
不是可以到阿迪达斯实体店去验吗,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
买一双我看看，不是正品，我在给你返货,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
买一双我看看，不是正品，我在给你返货,厂家两次补货也不对，这上门换新，新的里面配件都缺[SEP]这个桌子就是有问题的，就不应该销售[SEP]你们查询好了能给我回复个电话么?真心耽搁了一个多月了,亲爱的客户耽误您宝贵的时间了
买一双我看看，不是正品，我在给你返货,上午的师傅来了已经确定了，下午他们调度的还反悔了，又另外派个人来，非要证明他们家的马桶没有问题，说了一大堆，就是要让我把这个马桶留下，不换货。[SEP]服务单号[数字x]申请进度就一直卡着了，我退也没反应换也没反应。[SEP]谢谢您啦,嗯嗯我了解您的情况了我这边会反映的哈
买一双我看看，不是正品，我在给你返货,好吧，谢谢了，第一次前五分钟强东西，没经验，呵呵[SEP]多一百店铺有送的东西，也还可以[SEP]不好意思，还有个问题，如果活动中写的订单完成后与店铺客服联系赠品，一般是怎么操作,您好，非常抱歉这个不支持的哦
您好[SEP]之前不清楚不是人工[SEP]按照机器人提示退单了[SEP]麻烦帮忙处理下退单申请,好吧，因为[数字x]号我有事去出差，中午前希望能收到。不然家里没人，而且我拍的手机也是需要带着呢[SEP]麻烦你了，希望理解,嗯呢[SEP]请问还有其他还可以帮到您的吗?
您好[SEP]之前不清楚不是人工[SEP]按照机器人提示退单了[SEP]麻烦帮忙处理下退单申请,其实过春节时已出现了问题，只是天降大雪，你们流通渠道不畅通。[SEP]我第一次买的有问题，换了一个的[SEP]在哪个地方可以修理?,质保期为:一年质保[SEP]这个已经过了质保期了
您好[SEP]之前不清楚不是人工[SEP]按照机器人提示退单了[SEP]麻烦帮忙处理下退单申请,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
您好[SEP]之前不清楚不是人工[SEP]按照机器人提示退单了[SEP]麻烦帮忙处理下退单申请,是说接到一个任务，通过一个号再分发给其他达人是吧[SEP]而不是必须是商家版的推广广告子账号才可以实现,不是的
是[SEP]黄金的这个[SEP]今天活动降价了,(눈_눈),您好，请问您的问题是否完全帮您了解决呢?如果您还有问题可以随时提问哦，我一直都在，随时为您解答。
是[SEP]黄金的这个[SEP]今天活动降价了,🍷🍷,   
是[SEP]黄金的这个[SEP]今天活动降价了,🤘 ,  
是[SEP]黄金的这个[SEP]今天活动降价了,🤘 ,  
嗯嗯，好的，我已经和快递员联系[SEP]谢谢,😨😨,没有的哦
嗯嗯，好的，我已经和快递员联系[SEP]谢谢,(눈_눈),您好，请问您的问题是否完全帮您了解决呢?如果您还有问题可以随时提问哦，我一直都在，随时为您解答。
嗯嗯，好的，我已经和快递员联系[SEP]谢谢,🤘 ,  
嗯嗯，好的，我已经和快递员联系[SEP]谢谢,🤘 ,  
我这单需要扣京豆吗？,😪😪,小妹家没有的亲。。[SEP]建议您自行搜索购买下
我这单需要扣京豆吗？,😪😪,小妹家没有的亲。。[SEP]建议您自行搜索购买下
我这单需要扣京豆吗？,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
我这单需要扣京豆吗？,🌼🌼💕,亲亲您的这个订单正确嘛小妹这边看到您的这个订单号是[数字x]-[数字x]日左右的呢[SEP] 
辛苦了[玫瑰],我不在那个地方，他找不着我的，地址是我先生以前上班的地址，我担心他放在那边，嗯谢[姓名x][SEP]已经重新下单，尽快发出就行，谢谢,到货后拒收就是了哦
辛苦了[玫瑰],我不在那个地方，他找不着我的，地址是我先生以前上班的地址，我担心他放在那边，嗯谢[姓名x][SEP]已经重新下单，尽快发出就行，谢谢,到货后拒收就是了哦
辛苦了[玫瑰],嗯行那就先看看吧他打电话会问的有正确地址的订单一起呢[SEP]谢谢您,抱歉的订单上面不能修改的[SEP][数字x]/◆太原市-太原阳曲站[SEP]配送员应该知道是字错了
辛苦了[玫瑰],你好，我马上买一盒这个粽子，麻烦不要放发货单在里面哟[SEP]我买来送人的，让人家看到价格不太好[SEP]记得之前你们在订单里面可以备注，刚刚没有看到有备注了[SEP]这个没有问题吧,您的发货清单是电子的哦
要是我送到自提点可以免邮费吗,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
要是我送到自提点可以免邮费吗,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
要是我送到自提点可以免邮费吗,我只是担心，这样下去，变成以后离不开这个药了，离不开也就算了，有了抗药性以后我该怎么办呢[SEP]太感谢了🙏[SEP]麻烦和专员转述下我们沟通的内容，或者让他详看下聊天记录,[姓名x]，好的呢，确实很抱歉啊[SEP]那我这边来帮您吧这个订单帮您升级处理，专员[数字x]H之内联系[SEP]您看可以吗
要是我送到自提点可以免邮费吗,之前的问题[SEP]第一个问题机在京东小哥上门取件的时候，说，出现轻微的刮痕，不过整体影响不大，京东小哥不好做最终决定，需由我和贵方进行沟通，看能否调节下,请问您是咨询之前的问题还是有其他的问题需要处理呢?
嗯那我这个需要付多少邮费呀[SEP]我现在拒收就可以吗,😨😨,没有的哦
嗯那我这个需要付多少邮费呀[SEP]我现在拒收就可以吗,🤘 ,  
嗯那我这个需要付多少邮费呀[SEP]我现在拒收就可以吗,🤘 ,  
嗯那我这个需要付多少邮费呀[SEP]我现在拒收就可以吗,……ԅ(¯ㅂ¯ԅ),厂家还没回复您亲稍等
那我这个需要扣多少邮费呀[SEP]您在查吗,😨😨,没有的哦
那我这个需要扣多少邮费呀[SEP]您在查吗,🤘 ,  
那我这个需要扣多少邮费呀[SEP]您在查吗,🤘 ,  
那我这个需要扣多少邮费呀[SEP]您在查吗,峨!,亲亲底座是吸盘呢如果有铁的话是可以吸住的呢  
怎么里面闻起来有一股消毒水的味道？,是这样我打不通[数字x]，所以来麻烦你。我的京东小金库注销过程中发生了身份证拍照不清晰的情况，但是相机就这么高像素，我实在是没办法，请问有什么办法解决吗[SEP]我是要用这个账户重新注册小金库，发生这种情况对我而言非常麻烦,有什么问题我可以帮您处理或解决呢?
怎么里面闻起来有一股消毒水的味道？,京东大药房的送货时间是否可以优化一下。感觉买的药要等一天半，这不能接受，特别是急用[SEP]对啊，您帮我取消吧，我现在是在手机端好像没办法取消订单，然后这边是想尽快用这个云南[地址x]。,那需要取消是吗[SEP]已经取消了
怎么里面闻起来有一股消毒水的味道？,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
怎么里面闻起来有一股消毒水的味道？,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
对的,我看了下，要改默认地址很麻烦，我绝对没做过这操作[SEP]也不可能是误点了什么,对的呢
对的,可以啊[SEP]我不着急，我正在向新华报社反映这个问题呢，没有经过我同意私自点送达,会对师傅加强管理的哦[SEP]确实抱歉了呢[SEP]亲亲，还有其他可以帮您的吗?[SEP]感谢您对京东到家的支持，祝您生活愉快，再见!
对的,可以啊[SEP]我不着急，我正在向新华报社反映这个问题呢，没有经过我同意私自点送达,会对师傅加强管理的哦[SEP]确实抱歉了呢[SEP]亲亲，还有其他可以帮您的吗?[SEP]感谢您对京东到家的支持，祝您生活愉快，再见!
对的,我那个朋友临时变卦，也不告诉我，气死我了[SEP]麻烦您了，实在抱歉,好的会拦截的
第一次用,可是店家说已经处理好了[SEP]好吧，我再等等好了，谢谢,还请您稍等，正在为您查询~[SEP]还在审核阶段哦[SEP]还请亲亲耐心等待，审核通过后会有售后专员为您处理的[SEP]  
第一次用,等着你们这边处理然后给我退款呗[SEP]好好，谢谢,不需要您的操作的呢
第一次用,算了!前面两次也是专员处理的!也没有处理好![SEP]我等会再打下吧!,那这样吧我帮您升级到专员处处理这样能更好的帮您解决问题您看可以吗?
第一次用,好的，因为之前付款状态都是一起处理的[SEP]那我再等等,第三方的比较慢哦[SEP]会稍微延迟的[SEP]因为我们这边需要打款给商家[SEP]所以会有延迟[SEP]您稍微耐心等待一下哦[SEP] 
用了一个多月，以前没注意，空狐闻一下有这种味道,🤘 ,  
用了一个多月，以前没注意，空狐闻一下有这种味道,🤘 ,  
用了一个多月，以前没注意，空狐闻一下有这种味道,😨😨,没有的哦
用了一个多月，以前没注意，空狐闻一下有这种味道,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
烧出来的水也有消毒水的味道,让我们交个钱，拖三天，钱交了，还再拖我们三天[SEP]我们这边都没法操作[SEP]这样本来就是[数字x]临近，很多东西要做手[SEP]因为这个类目的问题，我们详情页什么都没办法整改,好的[SEP]跟招商说过了[SEP]请您耐心等待哦[SEP]已添加[SEP]那请问还有什么可以帮助您的嘛~
烧出来的水也有消毒水的味道,其他三个，两包卫生巾，没打开过。一包面条，也没打开[SEP]我仔细查看了[SEP]我第一次在京东购物遇到这个情况，所以是确认再三才联系客服,目前此卡较小需要在取出时漏掉了您这边在仔细看下
